TYPE,YEAR,HUNDRED_BLOCK,X,Y
Theft of Bicycle,2016,E 2ND AVE / QUEBEC ST,492527.64,5457382.69
Theft of Bicycle,2016,E 2ND AVE / QUEBEC ST,492527.64,5457382.69
Theft from Vehicle,2016,26XX E BROADWAY AVE,496266.95,5456588.32
Mischief,2016,7XX W GEORGIA ST,491401.32,5458865.33
Theft from Vehicle,2016,4X E 56TH AVE,492342.71,5451849.97
Mischief,2016,7XX W GEORGIA ST,491402.8,5458863.87
Mischief,2016,7XX W GEORGIA ST,491402.8,5458863.87
Mischief,2016,1XX E PENDER ST,492694.95,5458636.64
Theft from Vehicle,2016,18XX FRANKLIN ST,495044.18,5458820.72
Theft from Vehicle,2016,8XX HOMER ST,491404.2,5458428.98
Theft from Vehicle,2016,5X E CORDOVA ST,492497.89,5458853.61
Theft from Vehicle,2016,5X E CORDOVA ST,492497.89,5458853.61
Theft from Vehicle,2016,5X E CORDOVA ST,492497.59,5458853.61
Theft from Vehicle,2016,18XX FRANKLIN ST,495047.81,5458820.66
Theft from Vehicle,2016,5X E CORDOVA ST,492497.59,5458853.61
Theft of Bicycle,2016,E 3RD AVE / QUEBEC ST,492524.84,5457280.66
Theft from Vehicle,2016,5X E CORDOVA ST,492497.59,5458853.61
Theft from Vehicle,2016,5X E CORDOVA ST,492497.59,5458853.61
Theft from Vehicle,2016,8XX HOMER ST,491404.2,5458428.98
Theft from Vehicle,2016,5X E CORDOVA ST,492497.59,5458853.61
Mischief,2016,7XX W GEORGIA ST,491402.8,5458863.87
Mischief,2016,1XX E PENDER ST,492696.96,5458636.56
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Theft from Vehicle,2016,18XX FRANKLIN ST,495113.26,5458828.62
Mischief,2016,1XX E PENDER ST,492705.25,5458636.24
Mischief,2016,1XX E PENDER ST,492708.33,5458626.97
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Theft from Vehicle,2016,10XX BEACH AVE,490269.91,5458141.13
Mischief,2016,1XX E WATERFRONT RD,492593.67,5459081.37
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Break and Enter Commercial,2016,11XX W 8TH AVE,490461.27,5456860.89
Mischief,2016,80XX YUKON ST,491650.13,5450959.31
Theft of Bicycle,2016,E 49TH AVE / VICTORIA DR,495211.6,5452489.39
Theft of Bicycle,2016,E 4TH AVE / LAKEWOOD DR,495494.87,5457115.16
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Theft from Vehicle,2016,5X E CORDOVA ST,492494.98,5458844.48
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Theft of Bicycle,2016,E 4TH AVE / MAIN ST,492669.91,5457177.27
Theft of Vehicle,2016,49XX JOYCE ST,497784.1,5454095.72
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Break and Enter Commercial,2016,11XX W 7TH AVE,490548.03,5456951.24
Theft from Vehicle,2016,26XX E 7TH AVE,496338.02,5456785.88
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Break and Enter Residential/Other,2016,2XX E 40TH AVE,492640.68,5453527.45
Theft from Vehicle,2016,CAMBIE ST / W HASTINGS ST,492028.3,5458872.71
Break and Enter Residential/Other,2016,10XX NICOLA ST,490164.49,5459245.65
Theft from Vehicle,2016,FRASER ST / SE MARINE DR,493362.35,5450924.18
Break and Enter Commercial,2016,85XX HEATHER ST,490948.38,5450652.11
Other Theft,2016,DAVIE ST / THURLOW ST,490456.65,5458633.77
Theft from Vehicle,2016,26XX E 6TH AVE,496288.76,5456885.77
Theft of Bicycle,2016,E 6TH AVE / MAIN ST,492657.38,5456975.42
Theft from Vehicle,2016,10XX BEACH AVE,490269.91,5458141.13
Theft from Vehicle,2016,26XX E 6TH AVE,496213.78,5456886.17
Break and Enter Residential/Other,2016,2XX E 43RD AVE,492670.79,5453153.55
Theft from Vehicle,2016,26XX E 6TH AVE,496213.78,5456886.17
Theft of Bicycle,2016,E 6TH AVE / SCOTIA ST,492807.96,5456971.64
Theft from Vehicle,2016,26XX E 6TH AVE,496213.78,5456886.17
Theft of Bicycle,2016,E 7TH AVE / MAIN ST,492652.23,5456870.09
Theft of Bicycle,2016,E 7TH AVE / NANAIMO ST,495881.96,5456792.31
Mischief,2016,4X W 6TH AVE,492311.28,5456980.82
Other Theft,2016,1XX W BROADWAY AVE,492047.7,5456716.03
Mischief,2016,32XX E 52ND AVE,497188.99,5452136.13
Theft from Vehicle,2016,8XX HOMER ST,491404.2,5458428.98
Break and Enter Residential/Other,2016,13XX E 61ST AVE,494230.56,5451316.57
Theft of Bicycle,2016,E 8TH AVE / MAIN ST,492649.73,5456775.46
Theft of Bicycle,2016,E 8TH AVE / ONTARIO ST,492371.19,5456783.46
Theft from Vehicle,2016,7XX W 48TH AVE,490981.04,5452730.3
Theft from Vehicle,2016,8X W PENDER ST,492208.56,5458693.0
Mischief,2016,27XX PARKER ST,496516.89,5458120.28
Break and Enter Residential/Other,2016,10XX NELSON ST,490779.88,5458769.63
Theft from Vehicle,2016,5X E CORDOVA ST,492492.17,5458853.64
Theft of Vehicle,2016,49XX MOSS ST,496684.18,5454091.93
Theft from Vehicle,2016,FREMLIN ST / W 64TH AVE,490725.1,5451135.61
Theft from Vehicle,2016,18XX GREER AVE,489274.01,5457869.1
Theft from Vehicle,2016,5X E CORDOVA ST,492492.17,5458853.64
Mischief,2016,4X W 11 AV,492299.9,5456500.19
Theft from Vehicle,2016,5X E CORDOVA ST,492492.17,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.17,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.17,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.17,5458853.64
Break and Enter Residential/Other,2016,27XX E 54TH AVE,496290.54,5451929.9
Theft of Bicycle,2016,E BROADWAY AVE / KINGSWAY AVE,492749.52,5456683.8
Break and Enter Commercial,2016,11XX W 12TH AVE,490560.0,5456441.88
Break and Enter Commercial,2016,11XX W 12TH AVE,490560.0,5456441.88
Theft from Vehicle,2016,13XX ALBERNI ST,490700.65,5459484.51
Theft from Vehicle,2016,13XX ALBERNI ST,490700.65,5459484.51
Theft from Vehicle,2016,5X E CORDOVA ST,492492.17,5458853.64
Mischief,2016,27XX SPRUCE ST,490613.65,5456535.66
Theft from Vehicle,2016,13XX ALBERNI ST,490701.44,5459483.77
Break and Enter Commercial,2016,11XX W 11TH AVE,490590.9,5456536.9
Break and Enter Residential/Other,2016,13XX E 57TH AVE,494188.36,5451705.42
Break and Enter Residential/Other,2016,1XX E 17TH AVE,492596.61,5455889.74
Theft from Vehicle,2016,FRENCH ST / W 67TH AVE,489866.35,5450906.4
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Mischief,2016,4XX E 10TH AVE,493012.15,5456529.54
Theft of Bicycle,2016,E BROADWAY AVE / MAIN ST,492648.26,5456688.5
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft of Bicycle,2016,E BROADWAY AVE / ONTARIO ST,492368.86,5456699.84
Theft of Bicycle,2016,E BROADWAY AVE / PRINCE EDWARD ST,493015.28,5456657.21
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,FRENCH ST / W 67TH AVE,489866.35,5450906.4
Theft from Vehicle,2016,8XX HELMCKEN ST,490858.69,5458459.9
Theft of Bicycle,2016,E BROADWAY AVE / RUPERT ST,497539.19,5456571.05
Other Theft,2016,1XX SMITHE ST,491538.92,5458262.7
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft of Bicycle,2016,E BROADWAY AVE / VICTORIA DR,495204.12,5456616.57
Theft from Vehicle,2016,4XX SEYMOUR ST,491792.32,5459100.8
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Break and Enter Residential/Other,2016,27XX E 6TH AVE,496414.26,5456885.1
Break and Enter Residential/Other,2016,27XX E 6TH AVE,496444.4,5456884.93
Theft from Vehicle,2016,4XX SEYMOUR ST,491792.32,5459100.8
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Mischief,2016,27XX W 10TH AVE,487822.1,5456724.82
Break and Enter Residential/Other,2016,38XX W 37TH AVE,486276.23,5454000.42
Theft of Vehicle,2016,20XX GRANT ST,495395.54,5457615.65
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Break and Enter Commercial,2016,11XX VENABLES ST,494120.54,5458235.96
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,26XX E 53RD AVE,496036.17,5452046.62
Theft of Bicycle,2016,E GEORGIA ST / JACKSON AVE,493195.85,5458416.35
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,7XX W 42ND AVE,491076.05,5453344.23
Theft of Bicycle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Theft of Bicycle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Theft of Bicycle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Theft of Bicycle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Break and Enter Commercial,2016,11XX VENABLES ST,494098.47,5458236.37
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft of Bicycle,2016,E GEORGIA ST / VICTORIA DR,495227.72,5458404.8
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft of Bicycle,2016,E HASTINGS ST / GARDEN DR,495793.4,5458714.57
Theft from Vehicle,2016,5X E CORDOVA ST,492492.1,5458853.64
Theft from Vehicle,2016,13XX ALBERNI ST,490722.2,5459451.33
Theft from Vehicle,2016,13XX ALBERNI ST,490722.2,5459451.33
Mischief,2016,4XX ALEXANDER ST,493175.3,5459035.9
Break and Enter Residential/Other,2016,13XX E 41ST AVE,494208.99,5453335.06
Break and Enter Residential/Other,2016,13XX E 37TH AVE,494352.86,5453783.52
Break and Enter Commercial,2016,11XX UNION ST,494192.42,5458291.73
Theft from Vehicle,2016,18XX HARRISON DR,494986.19,5450967.38
Break and Enter Commercial,2016,11XX THURLOW ST,490521.04,5458706.64
Break and Enter Residential/Other,2016,27XX E 7TH AVE,496474.09,5456794.73
Theft from Vehicle,2016,18XX HARRISON DR,495010.88,5450930.74
Break and Enter Commercial,2016,11XX SEYMOUR ST,490995.71,5458309.1
Mischief,2016,80XX NUNAVUT LANE,491542.2,5451029.23
Mischief,2016,32XX COLERIDGE AVE,497276.38,5452599.01
Other Theft,2016,1XX KEEFER ST,492704.12,5458536.01
Break and Enter Residential/Other,2016,27XX E BROADWAY AVE,496435.51,5456588.11
Theft from Vehicle,2016,26XX E 4TH AVE,496297.66,5457106.98
Theft from Vehicle,2016,11XX GRANVILLE ST,490852.41,5458298.92
Theft from Vehicle,2016,26XX E 4TH AVE,496260.66,5457107.09
Break and Enter Residential/Other,2016,13XX E 37TH AVE,494330.36,5453784.02
Theft of Bicycle,2016,E HASTINGS ST / MAIN ST,492749.79,5458737.38
Theft of Bicycle,2016,E HASTINGS ST / MCLEAN DR,494609.48,5458731.13
Theft of Bicycle,2016,E HASTINGS ST / MCLEAN DR,494609.48,5458731.13
Mischief,2016,1XX KEEFER PL,492123.79,5458571.85
Theft from Vehicle,2016,26XX E 49TH AVE,496193.12,5452450.84
Theft of Bicycle,2016,E HASTINGS ST / RAYMUR AVE,494003.04,5458696.07
Theft of Bicycle,2016,E HASTINGS ST / SKEENA ST,497939.49,5458709.1
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Theft of Bicycle,2016,E HASTINGS ST / TEMPLETON DR,495653.37,5458715.0
Mischief,2016,1XX KEEFER PL,492124.94,5458571.59
Theft from Vehicle,2016,77XX FRASER ST,493373.37,5451320.46
Mischief,2016,1XX KEEFER PL,492124.94,5458571.59
Theft of Bicycle,2016,E KENT N AVE / ELLIOTT ST,495863.25,5450336.69
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Theft of Bicycle,2016,E PENDER ST / HEATLEY AVE,493485.4,5458609.86
Mischief,2016,1XX PRINCESS AVE,493350.47,5459011.18
Break and Enter Commercial,2016,11XX ROBSON ST,490910.37,5459118.11
Mischief,2016,1XX PRINCESS AVE,493350.57,5459014.07
Mischief,2016,1XX PRINCESS AVE,493350.57,5459014.07
Mischief,2016,1XX KEEFER ST,492579.94,5458506.93
Mischief,2016,1XX KEEFER ST,492642.0,5458524.92
Mischief,2016,1XX KEEFER ST,492703.82,5458526.87
Theft from Vehicle,2016,18XX KINGSWAY AVE,495134.74,5454803.28
Theft from Vehicle,2016,5X E CORDOVA ST,492492.05,5458844.5
Break and Enter Residential/Other,2016,27XX E BROADWAY AVE,496496.73,5456587.9
Theft of Bicycle,2016,E PENDER ST / MAIN ST,492748.76,5458629.98
Theft of Bicycle,2016,E PENDER ST / MAIN ST,492748.76,5458629.98
Theft of Bicycle,2016,E PENDER ST / MAIN ST,492748.76,5458629.98
Mischief,2016,3XX E PENDER ST,492929.59,5458619.91
Break and Enter Commercial,2016,11XX ROBSON ST,490890.67,5459137.78
Theft from Vehicle,2016,18XX KITCHENER ST,495107.22,5457713.93
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Break and Enter Commercial,2016,11XX ROBSON ST,490890.67,5459137.78
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Break and Enter Residential/Other,2016,13XX E 35TH AVE,494281.51,5453983.19
Theft of Bicycle,2016,ELLIOTT ST / SE MARINE DR,495861.32,5450484.79
Theft from Vehicle,2016,10XX E 61ST AVE,493856.3,5451321.98
Theft from Vehicle,2016,5X E BROADWAY AVE,492445.47,5456701.39
Theft of Bicycle,2016,EXPO BLVD / PAT QUINN WAY,492170.87,5458437.77
Theft from Vehicle,2016,5X E BROADWAY AVE,492445.47,5456701.39
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Break and Enter Commercial,2016,11XX ROBSON ST,490859.73,5459168.69
Break and Enter Residential/Other,2016,27XX E BROADWAY AVE,496401.46,5456579.09
Break and Enter Commercial,2016,11XX ROBSON ST,490856.91,5459171.5
Theft from Vehicle,2016,13XX ARBUTUS ST,488900.47,5457971.35
Theft from Vehicle,2016,5X E BROADWAY AVE,492440.33,5456701.59
Break and Enter Residential/Other,2016,38XX W 38TH AVE,486176.16,5453881.99
Theft from Vehicle,2016,13XX ARBUTUS ST,488900.47,5457971.35
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Break and Enter Residential/Other,2016,13XX E 33RD AVE,494332.62,5454158.57
Break and Enter Commercial,2016,11XX ROBSON ST,490840.03,5459188.36
Mischief,2016,27XX MAIN ST,492658.22,5456482.83
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Break and Enter Commercial,2016,11XX ROBSON ST,490840.03,5459188.36
Break and Enter Commercial,2016,11XX ROBSON ST,490840.03,5459188.36
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Theft from Vehicle,2016,18XX LARCH ST,488204.91,5457484.21
Theft from Vehicle,2016,5X E 8TH AVE,492442.59,5456785.98
Other Theft,2016,6XX W 41ST AVE,491253.25,5453429.85
Theft from Vehicle,2016,8XX HEATLEY AVE,493480.21,5458301.56
Break and Enter Residential/Other,2016,13XX E 2ND AVE,494424.1,5457330.13
Mischief,2016,12XX FRANKLIN ST,494252.16,5458835.76
Theft of Bicycle,2016,GLEN DR / KINGSWAY AVE,494047.44,5455578.68
Break and Enter Residential/Other,2016,13XX E 29TH AVE,494308.47,5454643.17
Break and Enter Residential/Other,2016,20XX E 25TH AVE,495362.21,5455078.11
Mischief,2016,1XX KEEFER ST,492707.11,5458526.76
Break and Enter Residential/Other,2016,27XX E PENDER ST,496439.1,5458604.0
Theft of Bicycle,2016,GORE AVE / POWELL ST,492893.53,5458938.38
Theft of Bicycle,2016,GORE AVE / POWELL ST,492893.53,5458938.38
Theft of Bicycle,2016,GORE AVE / POWELL ST,492893.53,5458938.38
Mischief,2016,1XX KEEFER ST,492710.7,5458535.79
Mischief,2016,1XX KEEFER ST,492720.27,5458526.33
Mischief,2016,1XX KEEFER ST,492720.57,5458535.47
Theft of Vehicle,2016,49XX SPENCER ST,497296.63,5454121.37
Break and Enter Residential/Other,2016,13XX E 27TH AVE,494386.22,5454860.42
Mischief,2016,1XX KEEFER ST,492725.71,5458535.3
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Theft from Vehicle,2016,5X E 4TH AVE,492453.29,5457187.34
Theft of Vehicle,2016,49XX ST CATHERINES ST,493683.37,5454159.69
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Mischief,2016,1XX LAKEWOOD DR,495520.13,5458950.29
Mischief,2016,1XX LAKEWOOD DR,495520.94,5459015.21
Theft from Vehicle,2016,26XX E 47TH AVE,496172.71,5452758.21
Theft of Bicycle,2016,GRANVILLE ST / MARPOLE AVE,489898.62,5455981.93
Break and Enter Residential/Other,2016,20XX E 28TH AVE,495407.03,5454778.53
Break and Enter Commercial,2016,11XX ROBSON ST,490809.08,5459219.27
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Theft of Vehicle,2016,49XX VICTORIA DR,495246.36,5454139.9
Break and Enter Residential/Other,2016,13XX E 26TH AVE,494343.29,5454969.95
Theft of Bicycle,2016,GRANVILLE ST / NELSON ST,491050.95,5458506.95
Theft of Bicycle,2016,GRANVILLE ST / NELSON ST,491050.95,5458506.95
Theft of Bicycle,2016,GRANVILLE ST / NELSON ST,491050.95,5458506.95
Theft of Bicycle,2016,GRANVILLE ST / NELSON ST,491050.95,5458506.95
Break and Enter Commercial,2016,11XX ROBSON ST,490807.39,5459220.96
Mischief,2016,1XX MAIN ST,492759.14,5459029.74
Mischief,2016,1XX MCLEAN DR,494619.41,5458961.72
Break and Enter Commercial,2016,11XX ROBSON ST,490795.02,5459233.32
Break and Enter Commercial,2016,11XX ROBSON ST,490795.02,5459233.32
Theft of Vehicle,2016,49XX WALDEN ST,492706.22,5454127.75
Other Theft,2016,81XX ONTARIO ST,492228.28,5450915.4
Theft from Vehicle,2016,7XX W 39TH AVE,491100.86,5453650.27
Break and Enter Commercial,2016,11XX RICHARDS ST,491066.8,5458232.43
Break and Enter Commercial,2016,11XX RICHARDS ST,491066.8,5458232.43
Mischief,2016,27XX MAPLE ST,489036.44,5456527.93
Mischief,2016,1XX MILROSS AVE,492582.98,5458147.42
Theft from Vehicle,2016,4X E 12TH AVE,492424.68,5456386.75
Theft from Vehicle,2016,13XX ARBUTUS ST,488909.72,5457975.11
Mischief,2016,1XX MILROSS AVE,492611.25,5458146.48
Break and Enter Commercial,2016,11XX RICHARDS ST,491058.18,5458236.74
Mischief,2016,1XX MILROSS AVE,492611.25,5458146.48
Break and Enter Residential/Other,2016,13XX E 23RD AVE,494449.74,5455234.24
Mischief,2016,1XX MILROSS AVE,492617.21,5458155.43
Mischief,2016,12XX E HASTINGS ST,494248.74,5458707.36
Theft from Vehicle,2016,13XX ARBUTUS ST,488909.72,5457975.11
Other Theft,2016,1XX KEEFER PL,492124.94,5458571.59
Mischief,2016,1XX MILROSS AVE,492707.38,5458143.28
Break and Enter Residential/Other,2016,13XX E 21ST AVE,494406.26,5455444.5
Theft from Vehicle,2016,4X E 11TH AVE,492422.99,5456497.46
Break and Enter Commercial,2016,11XX RICHARDS ST,491034.82,5458200.29
Theft from Vehicle,2016,8XX HAWKS AVE,493654.79,5458298.91
Theft from Vehicle,2016,5X E 2ND AVE,492458.85,5457400.37
Theft of Bicycle,2016,GRANVILLE ST / W 13TH AVE,489905.87,5456348.15
Break and Enter Commercial,2016,11XX RAYMUR AVE,493989.46,5457993.62
Break and Enter Commercial,2016,11XX RAYMUR AVE,493989.46,5457993.62
Theft from Vehicle,2016,13XX BALFOUR AVE,490073.69,5455480.52
Break and Enter Commercial,2016,11XX RAYMUR AVE,493989.46,5457993.62
Break and Enter Commercial,2016,11XX QUEBEC ST,492602.6,5457936.76
Theft of Bicycle,2016,GRANVILLE ST / W 64TH AVE,489776.9,5451160.05
Break and Enter Commercial,2016,11XX QUEBEC ST,492593.49,5457992.62
Break and Enter Commercial,2016,11XX POWELL ST,494199.18,5458902.17
Break and Enter Residential/Other,2016,27XX E PENDER ST,496484.3,5458603.77
Other Theft,2016,7XX BUTE ST,490796.73,5459281.25
Break and Enter Residential/Other,2016,13XX E 1ST AVE,494459.38,5457429.3
Theft of Bicycle,2016,GRANVILLE ST / W 70TH AVE,489763.97,5450647.54
Theft of Bicycle,2016,GRANVILLE ST / W 70TH AVE,489763.97,5450647.54
Theft from Vehicle,2016,18XX MAIN ST,492682.12,5457281.41
Theft from Vehicle,2016,18XX MAIN ST,492682.4,5457296.41
Break and Enter Residential/Other,2016,20XX E 32ND AVE,495419.18,5454300.19
Other Theft,2016,81XX ONTARIO ST,492228.53,5450922.49
Theft from Vehicle,2016,5X E 22ND AVE,492442.27,5455365.46
Mischief,2016,4XX E CORDOVA ST,493071.28,5458827.67
Theft from Vehicle,2016,5X E 22ND AVE,492439.59,5455365.46
Mischief,2016,4XX JACKSON AVE,493209.46,5458719.07
Break and Enter Commercial,2016,11XX PACIFIC ST,490161.05,5458453.07
Break and Enter Residential/Other,2016,27XX E PENDER ST,496510.21,5458603.64
Theft of Vehicle,2016,25XX E 41ST AVE,496043.27,5453341.69
Mischief,2016,1XX POWELL ST,492572.44,5458943.46
Theft from Vehicle,2016,8XX HAMILTON ST,491566.25,5458453.68
Theft from Vehicle,2016,8XX HAMILTON ST,491566.25,5458453.68
Break and Enter Residential/Other,2016,29XX ST CATHERINES ST,493792.72,5456191.22
Theft from Vehicle,2016,26XX E 40TH AVE,496185.91,5453458.23
Theft from Vehicle,2016,4XX SEYMOUR ST,491758.44,5459079.59
Break and Enter Commercial,2016,11XX PACIFIC BLVD,491227.05,5457964.16
Theft from Vehicle,2016,18XX MANITOBA ST,492247.75,5457391.1
Theft from Vehicle,2016,18XX MANITOBA ST,492247.75,5457391.1
Theft from Vehicle,2016,7XX W 27TH AVE,491226.68,5454928.96
Mischief,2016,12XX E 63RD AVE,494063.51,5451118.82
Mischief,2016,1XX POWELL ST,492572.71,5458952.6
Break and Enter Commercial,2016,11XX ODLUM DR,494473.61,5457940.4
Theft from Vehicle,2016,8XX HAMILTON ST,491563.99,5458451.33
Other Theft,2016,6XX GRANVILLE ST,491445.91,5458896.41
Mischief,2016,1XX POWELL ST,492576.37,5458952.49
Theft from Vehicle,2016,26XX E 2ND AVE,496218.84,5457299.08
Other Theft,2016,6XX GRANVILLE ST,491445.91,5458896.41
Other Theft,2016,6XX GRANVILLE ST,491445.91,5458896.41
Theft from Vehicle,2016,5X E 17TH AVE,492439.38,5455893.68
Theft from Vehicle,2016,5X E 16TH AVE,492426.42,5455984.38
Other Theft,2016,6XX GRANVILLE ST,491445.91,5458896.41
Break and Enter Residential/Other,2016,13XX E 19TH AVE,494346.29,5455646.57
Theft from Vehicle,2016,8XX HAMILTON ST,491563.99,5458451.33
Theft from Vehicle,2016,8XX HAMILTON ST,491563.99,5458451.33
Theft from Vehicle,2016,8XX HAMILTON ST,491563.99,5458451.33
Theft of Bicycle,2016,GRANVILLE ST / W GEORGIA ST,491408.23,5458864.94
Other Theft,2016,83XX GRANVILLE ST,489774.49,5450880.42
Theft from Vehicle,2016,18XX MAST TOWER RD,490078.3,5457635.01
Mischief,2016,1XX POWELL ST,492577.88,5458943.3
Theft from Vehicle,2016,5X E 14TH AVE,492423.6,5456195.9
Theft of Bicycle,2016,GRANVILLE ST / W HASTINGS ST,491720.7,5459179.65
Theft of Bicycle,2016,GRANVILLE ST / W HASTINGS ST,491720.7,5459179.65
Theft from Vehicle,2016,GEORGIA VIADUCT / MAIN ST,492453.45,5458271.98
Break and Enter Residential/Other,2016,20XX E 34TH AVE,495286.45,5454016.67
Mischief,2016,1XX POWELL ST,492577.88,5458943.3
Mischief,2016,1XX POWELL ST,492577.88,5458943.3
Mischief,2016,1XX POWELL ST,492577.88,5458943.3
Theft from Vehicle,2016,GEORGIA VIADUCT / MAIN ST,492453.45,5458271.98
Break and Enter Commercial,2016,11XX NELSON ST,490616.83,5458944.34
Theft from Vehicle,2016,18XX MAST TOWER RD,490104.84,5457634.59
Other Theft,2016,7XX BUTE ST,490796.73,5459281.25
Theft from Vehicle,2016,10XX E 62ND AVE,493861.37,5451224.99
Theft of Bicycle,2016,HAMILTON ST / ROBSON ST,491566.37,5458460.38
Break and Enter Commercial,2016,11XX NELSON ST,490585.3,5458975.8
Break and Enter Commercial,2016,11XX MELVILLE ST,491117.69,5459313.04
Break and Enter Commercial,2016,11XX MELVILLE ST,491117.69,5459313.04
Break and Enter Residential/Other,2016,13XX E 17TH AVE,494447.38,5455846.61
Theft from Vehicle,2016,5X E 13TH AVE,492429.39,5456296.12
Mischief,2016,1XX POWELL ST,492612.76,5458942.26
Break and Enter Commercial,2016,85XX CAMBIE ST,491457.33,5450609.15
Mischief,2016,1XX POWELL ST,492616.43,5458942.15
Theft from Vehicle,2016,26XX E 27TH AVE,496215.3,5454829.39
Break and Enter Residential/Other,2016,27XX E PENDER ST,496538.7,5458612.63
Break and Enter Residential/Other,2016,27XX ETON ST,496528.57,5459446.03
Theft from Vehicle,2016,26XX E 26TH AVE,496225.41,5454968.41
Break and Enter Commercial,2016,11XX MELVILLE ST,491076.97,5459365.16
Mischief,2016,1XX PRINCESS AVE,493350.47,5459011.18
Mischief,2016,1XX PRINCESS AVE,493350.47,5459011.18
Break and Enter Commercial,2016,84XX ONTARIO ST,492228.94,5450672.77
Theft of Bicycle,2016,HEATHER ST / W 10TH AVE,491274.7,5456625.84
Theft from Vehicle,2016,DRAKE ST / SEYMOUR ST,490778.74,5458084.98
Mischief,2016,27XX GRANVILLE ST,489921.24,5456547.71
Theft from Vehicle,2016,7XX W 27TH AVE,491184.75,5454930.09
Break and Enter Residential/Other,2016,27XX GRAVELEY ST,496420.11,5457515.09
Break and Enter Residential/Other,2016,13XX E 13TH AVE,494498.43,5456215.93
Theft from Vehicle,2016,5X E 12TH AVE,492435.21,5456395.75
Theft from Vehicle,2016,5X E 12TH AVE,492435.21,5456395.75
Theft from Vehicle,2016,26XX E 25TH AVE,496360.78,5455014.17
Break and Enter Commercial,2016,11XX MELVILLE ST,491014.71,5459412.68
Break and Enter Commercial,2016,11XX MELVILLE ST,491012.24,5459427.79
Other Theft,2016,84XX GRANVILLE ST,489762.83,5450782.72
